Growth,Tree,Time,Age
0.341891463,A127,718,216
0.127015678,A122,816,216
0.188078025,A129,967,216
0.17894208,A128,985,216
0.292448239,A139,1004,216
0.225277481,A126,1151,216
0.133446663,A125,1261,216
0.056968617,A131,1415,216
0.164816536,A124,1451,216
0.081483779,A133,1468,216
0.296156017,A140,1697,216
0.155965391,A123,1914,216
0.167896235,A132,224,217
0.087467698,A137,249,217
0.17469386,A134,257,217
0.071318939,A135,281,217
0.137489552,A136,322,217
0.148206877,A121,456,217
0.05695081,A130,482,217
0.120259344,A138,601,217
0.205901797,A127,719,217
0.070396984,A122,817,217
0.152321398,A129,968,217
0.152784306,A128,986,217
0.235268565,A139,1005,217
0.159040202,A126,1152,217
0.175936395,A125,1262,217
0.103125769,A131,1416,217
0.184461054,A124,1452,217
0.079230842,A133,1469,217
0.347534835,A140,1698,217
0.222915154,A123,1915,217
0.161261502,A132,225,218
0.118813363,A137,250,218
0.110661707,A134,258,218
0.038778183,A135,282,218
0.101287204,A136,323,218
0.2759057,A121,457,218
0.10227041,A130,483,218
0.192600124,A138,602,218
0.128943627,A127,720,218
0.116906974,A122,818,218
0.128978792,A129,969,218
0.167138026,A128,987,218
0.144435498,A139,1006,218
0.163932036,A126,1153,218
0.15597499,A125,1263,218
0.075150698,A131,1417,218
0.187117763,A124,1453,218
0.095484584,A133,1470,218
0.279941791,A140,1699,218
0.090655396,A123,1916,218
0.1950885,A132,226,219
0.109258375,A137,251,219
0.148928082,A134,259,219
0.117787267,A135,283,219
0.094738293,A136,324,219
0.167514739,A121,458,219
0.080070455,A130,484,219
0.158782725,A138,603,219
0.188470185,A127,721,219
0.053254137,A122,819,219
0.123893448,A129,970,219
0.116849234,A128,988,219
0.208229369,A139,1007,219
0.251607654,A126,1154,219
0.093994182,A125,1264,219
0.104285659,A131,1418,219
0.075023236,A124,1454,219
0.129886327,A133,1471,219
0.244494218,A140,1700,219
0.150116841,A123,1917,219
0.128662469,A132,227,220
0.138373146,A137,252,220
0.103327909,A134,260,220
0.074496373,A135,284,220
0.120132739,A136,325,220
0.380438082,A121,459,220
0.205663766,A130,485,220
0.119319812,A138,604,220
0.258128543,A127,722,220
0.084225786,A122,820,220
0.146447653,A129,971,220
0.126865798,A128,989,220
0.123227002,A139,1008,220
0.440149755,A126,1155,220
0.123549875,A125,1265,220
0.089989791,A131,1419,220
0.238576038,A124,1455,220
0.153644599,A133,1472,220
0.316423249,A140,1701,220
0.074223496,A123,1918,220
0.102691048,A132,228,221
0.103347048,A137,253,221
0.286318824,A134,261,221
0.06579884,A135,285,221
0.06466918,A136,326,221
0.179222365,A121,460,221
0.064550041,A130,486,221
0.221751616,A138,605,221
0.115182926,A127,723,221
0.139222756,A122,821,221
0.156198824,A129,972,221
0.194046072,A128,990,221
0.219049069,A139,1009,221
0.107560922,A126,1156,221
0.095429688,A125,1266,221
0.111751851,A131,1420,221
0.123066617,A124,1456,221
0.085317969,A133,1473,221
0.283657617,A140,1702,221
0.137624507,A123,1919,221
0.134709063,A132,229,222
0.159818845,A137,254,222
0.178894338,A134,262,222
0.098508258,A135,286,222
0.086826206,A136,327,222
0.147454169,A121,461,222
0.167387041,A130,487,222
0.252615579,A138,606,222
0.272891482,A127,724,222
0.122203279,A122,822,222
0.208167629,A129,973,222
0.159246188,A128,991,222
0.221171412,A139,1010,222
0.253606241,A126,1157,222
0.100999662,A125,1267,222
0.093523522,A131,1421,222
0.065542278,A124,1457,222
0.08328778,A133,1474,222
0.235668881,A140,1703,222
0.159062498,A123,1920,222
0.148695299,A132,230,223
0.141493426,A137,255,223
0.292676542,A134,263,223
0.092303516,A135,287,223
0.097325429,A136,328,223
0.223166114,A121,462,223
0.092678297,A130,488,223
0.192750814,A138,607,223
0.22770877,A127,725,223
0.107056611,A122,823,223
0.146839748,A129,974,223
0.195810816,A128,992,223
0.245622554,A139,1011,223
0.251404254,A126,1158,223
0.141772491,A125,1268,223
0.074888558,A131,1422,223
0.165338991,A124,1458,223
0.077288728,A133,1475,223
0.262272046,A140,1704,223
0.105816594,A123,1921,223
0.118689866,A132,231,224
0.117057214,A137,256,224
0.18393659,A134,264,224
0.081576996,A135,288,224
0.099562637,A136,329,224
0.270217077,A121,463,224
0.102168644,A130,489,224
0.204605276,A138,608,224
0.140701176,A127,726,224
0.087316556,A122,824,224
0.242928589,A129,975,224
0.102892475,A128,993,224
0.143605598,A139,1012,224
0.314669456,A126,1159,224
0.080827455,A125,1269,224
0.121093538,A131,1423,224
0.154655688,A124,1459,224
0.089265653,A133,1476,224
0.332452612,A140,1705,224
0.107544686,A123,1922,224
0.107436647,A132,232,225
0.062805162,A137,257,225
0.083359633,A134,265,225
0.090267109,A135,289,225
0.09062515,A136,330,225
0.13595843,A121,464,225
0.129870126,A130,490,225
0.322087348,A138,609,225
0.128737384,A127,727,225
0.096791041,A122,825,225
0.146628593,A129,976,225
0.168506007,A128,994,225
0.242319101,A139,1013,225
0.128050971,A126,1160,225
0.114264511,A125,1270,225
0.06007942,A131,1424,225
0.128552004,A124,1460,225
0.083156985,A133,1477,225
0.415823744,A140,1706,225
0.117290671,A123,1923,225
0.067378236,A132,233,226
0.124721328,A137,258,226
0.167192872,A134,266,226
0.087807373,A135,290,226
0.103916386,A136,331,226
0.113133062,A121,465,226
0.118745233,A130,491,226
0.072540357,A138,610,226
0.205350389,A127,728,226
0.126835826,A122,826,226
0.203058082,A129,977,226
0.142685337,A128,995,226
0.220699248,A139,1014,226
0.301459763,A126,1161,226
0.200071657,A125,1271,226
0.070565817,A131,1425,226
0.102817847,A124,1461,226
0.065042238,A133,1478,226
0.305094251,A140,1707,226
0.121818448,A123,1924,226
0.12302076,A132,234,227
0.125279218,A137,259,227
0.224274506,A134,267,227
0.062755596,A135,291,227
0.073764321,A136,332,227
0.129867493,A121,466,227
0.104122491,A130,492,227
0.170425119,A138,611,227
0.184294128,A127,729,227
0.088893814,A122,827,227
0.110829574,A129,978,227
0.128544727,A128,996,227
0.439063735,A139,1015,227
0.127775214,A126,1162,227
0.073174337,A125,1272,227
0.082653482,A131,1426,227
0.125384512,A124,1462,227
0.100926448,A133,1479,227
0.402200312,A140,1708,227
0.091978955,A123,1925,227
0.080763393,A132,235,228
0.136584471,A137,260,228
0.146746302,A134,268,228
0.128308993,A135,292,228
0.078787944,A136,333,228
0.1614379,A121,467,228
0.172483675,A130,493,228
0.347842876,A138,612,228
0.117348179,A127,730,228
0.091951201,A122,828,228
0.090662353,A129,979,228
0.076116357,A128,997,228
0.210737937,A139,1016,228
0.117201879,A126,1163,228
0.107999571,A125,1273,228
0.060100399,A131,1427,228
0.189510929,A124,1463,228
0.095812563,A133,1480,228
0.195645314,A140,1709,228
0.15255315,A123,1926,228
0.224318581,A132,236,229
0.126485909,A137,261,229
0.169980366,A134,269,229
0.073618901,A135,293,229
0.082914028,A136,334,229
0.261902438,A121,468,229
0.106799281,A130,494,229
0.260229091,A138,613,229
0.159182877,A127,731,229
0.05183134,A122,829,229
0.087308902,A129,980,229
0.1851081,A128,998,229
0.199098713,A139,1017,229
0.208647635,A126,1164,229
0.146743198,A125,1274,229
0.040651034,A131,1428,229
0.139934308,A124,1464,229
0.061781945,A133,1481,229
0.291662072,A140,1710,229
0.125070158,A123,1927,229
0.175377704,A132,237,230
0.140488636,A137,262,230
0.077693477,A134,270,230
0.114802448,A135,294,230
0.082221213,A136,335,230
0.19198307,A121,469,230
0.145100983,A130,495,230
0.220845144,A138,614,230
0.137409082,A127,732,230
0.065870957,A122,830,230
0.132635872,A129,981,230
0.158268535,A128,999,230
0.335734444,A139,1018,230
0.246540625,A126,1165,230
0.111065921,A125,1275,230
0.118799343,A131,1429,230
0.116543522,A124,1465,230
0.115944992,A133,1482,230
0.436782876,A140,1711,230
0.1281879,A123,1928,230
0.191261935,A132,238,231
0.11415657,A137,263,231
0.092999492,A134,271,231
0.046393072,A135,295,231
0.134037278,A136,336,231
0.140478399,A121,470,231
0.163496817,A130,496,231
0.232307224,A138,615,231
0.263954876,A127,733,231
0.055260858,A122,831,231
0.131495911,A129,982,231
0.124256948,A128,1000,231
0.213467476,A139,1019,231
0.218341182,A126,1166,231
0.099064264,A125,1276,231
0.072240665,A131,1430,231
0.210907689,A124,1466,231
0.091481244,A133,1483,231
0.203178824,A140,1712,231
0.064830223,A123,1929,231
0.097562228,A132,239,232
0.131714406,A137,264,232
0.11980145,A134,272,232
0.048289485,A135,296,232
0.075103217,A136,337,232
0.115299968,A121,471,232
0.157822826,A130,497,232
0.1636112,A138,616,232
0.174577454,A127,734,232
0.096852957,A122,832,232
0.100405673,A129,983,232
0.153255293,A128,1001,232
0.246679085,A139,1020,232
0.148984416,A126,1167,232
0.154612914,A125,1277,232
0.069614569,A131,1431,232
0.133418784,A124,1467,232
0.063323755,A133,1484,232
0.397230735,A140,1713,232
0.067232845,A123,1930,232
0.099316312,A132,240,233
0.106806706,A137,265,233
0.140419049,A134,273,233
0.183515646,A135,297,233
0.050203138,A136,338,233
0.189308165,A121,472,233
0.147057125,A130,498,233
0.119711908,A138,617,233
0.125100184,A127,735,233
0.10714081,A122,833,233
0.066019555,A129,984,233
0.273167529,A128,1002,233
0.178811712,A139,1021,233
0.194434095,A126,1168,233
0.137855937,A125,1278,233
0.050617484,A131,1432,233
0.173434295,A124,1468,233
0.143551528,A133,1485,233
0.266082635,A140,1714,233
0.129668637,A123,1931,233
0.100807757,A132,241,234
0.199244287,A137,266,234
0.145022002,A134,274,234
0.093670662,A135,298,234
0.059592226,A136,339,234
0.185538348,A121,473,234
0.14660557,A130,499,234
0.317535073,A138,618,234
0.127152626,A127,736,234
0.201107091,A122,834,234
0.059231386,A129,985,234
0.295503868,A128,1003,234
0.261092147,A139,1022,234
0.18330293,A126,1169,234
0.085484889,A125,1279,234
0.074224441,A131,1433,234
0.184164248,A124,1469,234
0.032936561,A133,1486,234
0.319146717,A140,1715,234
0.087586916,A123,1932,234
0.131352685,A132,242,235
0.089720391,A137,267,235
0.114863639,A134,275,235
0.127412145,A135,299,235
0.094222886,A136,340,235
0.119080519,A121,474,235
0.145817877,A130,500,235
0.196718573,A138,619,235
0.188445124,A127,737,235
0.067128281,A122,835,235
0.112433776,A129,986,235
0.148994411,A128,1004,235
0.308594961,A139,1023,235
0.230047662,A126,1170,235
0.117230848,A125,1280,235
0.049361219,A131,1434,235
0.112908095,A124,1470,235
0.065132358,A133,1487,235
0.289667756,A140,1716,235
0.086713485,A123,1933,235
0.148755651,A132,243,236
0.143385014,A137,268,236
0.125004413,A134,276,236
0.052917301,A135,300,236
0.065492547,A136,341,236
0.117240243,A121,475,236
0.209958423,A130,501,236
0.217655502,A138,620,236
0.118741483,A127,738,236
0.055351703,A122,836,236
0.084453184,A129,987,236
0.125085917,A128,1005,236
0.221942364,A139,1024,236
0.198472558,A126,1171,236
0.097022034,A125,1281,236
0.046090888,A131,1435,236
0.212039269,A124,1471,236
0.100684781,A133,1488,236
0.199205859,A140,1717,236
0.080467849,A123,1934,236
0.133302294,A132,244,237
0.06996497,A137,269,237
0.176741565,A134,277,237
0.126460126,A135,301,237
0.110847162,A136,342,237
0.146653515,A121,476,237
0.198960513,A130,502,237
0.233847149,A138,621,237
0.14579106,A127,739,237
0.120641421,A122,837,237
0.130552473,A129,988,237
0.149691797,A128,1006,237
0.167613633,A139,1025,237
0.26038449,A126,1172,237
0.096365235,A125,1282,237
0.045919726,A131,1436,237
0.121230801,A124,1472,237
0.166569943,A133,1489,237
0.378937285,A140,1718,237
0.055954765,A123,1935,237
0.099828254,A132,245,238
0.161132066,A137,270,238
0.111129006,A134,278,238
0.134674174,A135,302,238
0.076266867,A136,343,238
0.165818784,A121,477,238
0.166893622,A130,503,238
0.249865794,A138,622,238
0.101312777,A127,740,238
0.055364529,A122,838,238
0.101946636,A129,989,238
0.152818902,A128,1007,238
0.335830873,A139,1026,238
0.180710979,A126,1173,238
0.083705133,A125,1283,238
0.040423025,A131,1437,238
0.146904061,A124,1473,238
0.079373177,A133,1490,238
0.25598704,A140,1719,238
0.078396511,A123,1936,238
0.141759099,A132,246,239
0.190030185,A137,271,239
0.180712687,A134,279,239
0.081616973,A135,303,239
0.079440095,A136,344,239
0.157259001,A121,478,239
0.249024142,A130,504,239
0.164465051,A138,623,239
0.120698624,A127,741,239
0.084773012,A122,839,239
0.141613714,A129,990,239
0.159677047,A128,1008,239
0.137849409,A139,1027,239
0.098541112,A126,1174,239
0.155319675,A125,1284,239
0.056252771,A131,1438,239
0.12058407,A124,1474,239
0.077011505,A133,1491,239
0.287963832,A140,1720,239
0.093341705,A123,1937,239
0.091415676,A132,247,240
0.094103107,A137,272,240
0.077765215,A134,280,240
0.173691828,A135,304,240
0.118808256,A136,345,240
0.129662646,A121,479,240
0.157052388,A130,505,240
0.103198796,A138,624,240
0.26312997,A127,742,240
0.063222613,A122,840,240
0.162583268,A129,991,240
0.184692525,A128,1009,240
0.27687369,A139,1028,240
0.116508506,A126,1175,240
0.087817251,A125,1285,240
0.081098551,A131,1439,240
0.196746111,A124,1475,240
0.077113833,A133,1492,240
0.177410965,A140,1721,240
0.121926576,A123,1938,240
0.141064949,A132,248,241
0.171168638,A137,273,241
0.121221695,A134,281,241
0.083499838,A135,305,241
0.123341913,A136,346,241
0.183226438,A121,480,241
0.22926729,A130,506,241
0.125253454,A138,625,241
0.103269843,A127,743,241
0.08473899,A122,841,241
0.113230158,A129,992,241
0.227772413,A128,1010,241
0.134877557,A139,1029,241
0.103630093,A126,1176,241
0.089235021,A125,1286,241
0.032329784,A131,1440,241
0.172928298,A124,1476,241
0.054569637,A133,1493,241
0.232812461,A140,1722,241
0.114319625,A123,1939,241
0.210168311,A132,249,242
0.130926236,A137,274,242
0.054890202,A134,282,242
0.104412998,A135,306,242
0.097570027,A136,347,242
0.066543004,A121,481,242
0.171837679,A130,507,242
0.112772801,A138,626,242
0.107045923,A127,744,242
0.08919997,A122,842,242
0.092375492,A129,993,242
0.157211323,A128,1011,242
0.11797467,A139,1030,242
0.163295627,A126,1177,242
0.082502951,A125,1287,242
0.089832985,A131,1441,242
0.104766808,A124,1477,242
0.135960994,A133,1494,242
0.240117512,A140,1723,242
0.112063604,A123,1940,242
0.116632812,A132,250,243
0.149270151,A137,275,243
0.049228799,A134,283,243
0.080236255,A135,307,243
0.102394839,A136,348,243
0.060695637,A121,482,243
0.099137879,A130,508,243
0.20375886,A138,627,243
0.1122893,A127,745,243
0.088316605,A122,843,243
0.141275047,A129,994,243
0.110297522,A128,1012,243
0.187265426,A139,1031,243
0.179839792,A126,1178,243
0.098358941,A125,1288,243
0.039638929,A131,1442,243
0.106922364,A124,1478,243
0.060529022,A133,1495,243
0.217487319,A140,1724,243
0.153924599,A123,1941,243
0.076826823,A132,251,244
0.087732171,A137,276,244
0.100655817,A134,284,244
0.142514518,A135,308,244
0.074498768,A136,349,244
0.083361672,A121,483,244
0.10370303,A130,509,244
0.227475571,A138,628,244
0.099163488,A127,746,244
0.07934799,A122,844,244
0.112594442,A129,995,244
0.149862458,A128,1013,244
0.186349352,A139,1032,244
0.140977863,A126,1179,244
0.09617516,A125,1289,244
0.092772999,A131,1443,244
0.059153551,A124,1479,244
0.07416184,A133,1496,244
0.153056528,A140,1725,244
0.13830387,A123,1942,244
0.15147229,A132,252,245
0.079054637,A137,277,245
0.121751529,A134,285,245
0.110651281,A135,309,245
0.084089189,A136,350,245
0.086703415,A121,484,245
0.284534756,A130,510,245
0.183045063,A138,629,245
0.201422586,A127,747,245
0.073492685,A122,845,245
0.158482344,A129,996,245
0.265451869,A128,1014,245
0.185872698,A139,1033,245
0.108196988,A126,1180,245
0.083111254,A125,1290,245
0.047684582,A131,1444,245
0.119993164,A124,1480,245
0.110422411,A133,1497,245
0.280668904,A140,1726,245
0.179499271,A123,1943,245
0.097232239,A132,253,246
0.074273743,A137,278,246
0.103818931,A134,286,246
0.136640292,A135,310,246
0.099306612,A136,351,246
0.128795998,A121,485,246
0.174454618,A130,511,246
0.164389392,A138,630,246
0.122796871,A127,748,246
0.0588262,A122,846,246
0.166113849,A129,997,246
0.196031587,A128,1015,246
0.136930192,A139,1034,246
0.104371673,A126,1181,246
0.090270428,A125,1291,246
0.110391065,A131,1445,246
0.097414744,A124,1481,246
0.09684377,A133,1498,246
0.152435728,A140,1727,246
0.125104298,A123,1944,246
0.101097416,A132,254,247
0.066451973,A137,279,247
0.08975335,A134,287,247
0.060432575,A135,311,247
0.102909924,A136,352,247
0.120692415,A121,486,247
0.168333609,A130,512,247
0.146710278,A138,631,247
0.120928331,A127,749,247
0.066865606,A122,847,247
0.188340054,A129,998,247
0.245543772,A128,1016,247
0.144669184,A139,1035,247
0.074991719,A126,1182,247
0.050713115,A125,1292,247
0.059232634,A131,1446,247
0.127530723,A124,1482,247
0.118660523,A133,1499,247
0.1934432,A140,1728,247
0.065028455,A123,1945,247
0.154320684,A132,255,248
0.081374846,A137,280,248
0.085630932,A134,288,248
0.06292565,A135,312,248
0.086249988,A136,353,248
0.105395942,A121,487,248
0.116541045,A130,513,248
0.154313621,A138,632,248
0.22133876,A127,750,248
0.065908874,A122,848,248
0.154519182,A129,999,248
0.12446008,A128,1017,248
0.198225853,A139,1036,248
0.141053093,A126,1183,248
0.087096488,A125,1293,248
0.074652954,A131,1447,248
0.17785688,A124,1483,248
0.04716068,A133,1500,248
0.224758284,A140,1729,248
0.085637325,A123,1946,248
0.130129287,A132,256,249
0.130987436,A137,281,249
0.085562693,A134,289,249
0.08738153,A135,313,249
0.14155478,A136,354,249
0.072787124,A121,488,249
0.148390102,A130,514,249
0.200105034,A138,633,249
0.139456059,A127,751,249
0.073718469,A122,849,249
0.089569258,A129,1000,249
0.248933417,A128,1018,249
0.2112033,A139,1037,249
0.075133964,A126,1184,249
0.080424638,A125,1294,249
0.067211089,A131,1448,249
0.083064992,A124,1484,249
0.107551885,A133,1501,249
0.115278294,A140,1730,249
0.102417533,A123,1947,249
0.166591598,A132,257,250
0.060851527,A137,282,250
0.086452416,A134,290,250
0.136851149,A135,314,250
0.116255049,A136,355,250
0.08887896,A121,489,250
0.211393385,A130,515,250
0.125735993,A138,634,250
0.11944282,A127,752,250
0.084187213,A122,850,250
0.169530651,A129,1001,250
0.178923069,A128,1019,250
0.175555757,A139,1038,250
0.119512735,A126,1185,250
0.052864853,A125,1295,250
0.037193695,A131,1449,250
0.17838216,A124,1485,250
0.120342892,A133,1502,250
0.156608307,A140,1731,250
0.148594378,A123,1948,250
0.108305181,A132,258,251
0.094183379,A137,283,251
0.052974766,A134,291,251
0.11872265,A135,315,251
0.150562297,A136,356,251
0.079500583,A121,490,251
0.158877391,A130,516,251
0.092452064,A138,635,251
0.17715264,A127,753,251
0.07384064,A122,851,251
0.153791137,A129,1002,251
0.125901683,A128,1020,251
0.112409034,A139,1039,251
0.142856818,A126,1186,251
0.076482946,A125,1296,251
0.104094062,A131,1450,251
0.108332108,A124,1486,251
0.083675619,A133,1503,251
0.23601284,A140,1732,251
0.16774721,A123,1949,251
0.168610262,A132,259,252
0.102156133,A137,284,252
0.123555487,A134,292,252
0.147280413,A135,316,252
0.071329555,A136,357,252
0.061089408,A121,491,252
0.120148858,A130,517,252
0.139723101,A138,636,252
0.194365195,A127,754,252
0.102761126,A122,852,252
0.182385522,A129,1003,252
0.153364838,A128,1021,252
0.11587707,A139,1040,252
0.166525597,A126,1187,252
0.070600856,A125,1297,252
0.05183062,A131,1451,252
0.092373726,A124,1487,252
0.127690875,A133,1504,252
0.124324266,A140,1733,252
0.132207725,A123,1950,252
0.190623198,A132,260,253
0.124263371,A137,285,253
0.129964694,A134,293,253
0.1493101,A135,317,253
0.108105057,A136,358,253
0.140438454,A121,492,253
0.160817777,A130,518,253
0.200016406,A138,637,253
0.135863679,A127,755,253
0.157633627,A122,853,253
0.187851106,A129,1004,253
0.086130366,A128,1022,253
0.167908606,A139,1041,253
0.095503876,A126,1188,253
0.078945871,A125,1298,253
0.095413725,A131,1452,253
0.057044996,A124,1488,253
0.112668654,A133,1505,253
0.127961115,A140,1734,253
0.147434641,A123,1951,253
0.118678653,A132,261,254
0.102262726,A137,286,254
0.084438295,A134,294,254
0.116754719,A135,318,254
0.142111102,A136,359,254
0.07409832,A121,493,254
0.163982821,A130,519,254
0.225715427,A138,638,254
0.265585811,A127,756,254
0.078778414,A122,854,254
0.121032539,A129,1005,254
0.262160541,A128,1023,254
0.102654121,A139,1042,254
0.073175444,A126,1189,254
0.110051147,A125,1299,254
0.069788399,A131,1453,254
0.185292611,A124,1489,254
0.187106368,A133,1506,254
0.184946528,A140,1735,254
0.120343019,A123,1952,254
0.210002676,A132,262,255
0.067547855,A137,287,255
0.084715897,A134,295,255
0.086002598,A135,319,255
0.101992032,A136,360,255
0.140118824,A121,494,255
0.14716576,A130,520,255
0.101718221,A138,639,255
0.138096264,A127,757,255
0.084228949,A122,855,255
0.16534183,A129,1006,255
0.147322323,A128,1024,255
0.180729034,A139,1043,255
0.108956757,A126,1190,255
0.091556118,A125,1300,255
0.072071783,A131,1454,255
0.102992143,A124,1490,255
0.17586233,A133,1507,255
0.12992048,A140,1736,255
0.175120619,A123,1953,255
0.141506916,A132,263,256
0.050208918,A137,288,256
0.07924931,A134,296,256
0.131362085,A135,320,256
0.099073925,A136,361,256
0.186052679,A121,495,256
0.254188051,A130,521,256
0.163915903,A138,640,256
0.151536169,A127,758,256
0.084286318,A122,856,256
0.136714643,A129,1007,256
0.153106258,A128,1025,256
0.111838745,A139,1044,256
0.098135304,A126,1191,256
0.066772438,A125,1301,256
0.071414823,A131,1455,256
0.050785466,A124,1491,256
0.054216902,A133,1508,256
0.124581907,A140,1737,256
0.150564503,A123,1954,256
0.217509265,A132,264,257
0.058132021,A137,289,257
0.139752148,A134,297,257
0.103406151,A135,321,257
0.091534986,A136,362,257
0.151347296,A121,496,257
0.150834548,A130,522,257
0.115976309,A138,641,257
0.157933624,A127,759,257
0.060504185,A122,857,257
0.155122452,A129,1008,257
0.148260212,A128,1026,257
0.190286794,A139,1045,257
0.101204795,A126,1192,257
0.045705319,A125,1302,257
0.051686168,A131,1456,257
0.151212256,A124,1492,257
0.096845247,A133,1509,257
0.09171084,A140,1738,257
0.199258285,A123,1955,257
0.162145272,A132,265,258
0.080752932,A137,290,258
0.113884919,A134,298,258
0.07702439,A135,322,258
0.157941168,A136,363,258
0.179723948,A121,497,258
0.162586798,A130,523,258
0.178121552,A138,642,258
0.233554917,A127,760,258
0.112416024,A122,858,258
0.113553143,A129,1009,258
0.174676626,A128,1027,258
0.256056407,A139,1046,258
0.12581458,A126,1193,258
0.066066521,A125,1303,258
0.07188776,A131,1457,258
0.111192219,A124,1493,258
0.172596012,A133,1510,258
0.175797447,A140,1739,258
0.117771008,A123,1956,258
0.149263905,A132,266,259
0.119298935,A137,291,259
0.104442213,A134,299,259
0.090692314,A135,323,259
0.072310003,A136,364,259
0.131654136,A121,498,259
0.170840679,A130,524,259
0.095939922,A138,643,259
0.199930505,A127,761,259
0.076595915,A122,859,259
0.181156563,A129,1010,259
0.160161456,A128,1028,259
0.176213024,A139,1047,259
0.161420475,A126,1194,259
0.099276968,A125,1304,259
0.066695993,A131,1458,259
0.163297777,A124,1494,259
0.149363919,A133,1511,259
0.132343394,A140,1740,259
0.134498505,A123,1957,259
0.129202119,A132,267,260
0.037280389,A137,292,260
0.085767042,A134,300,260
0.060784656,A135,324,260
0.092298989,A136,365,260
0.122047187,A121,499,260
0.189185224,A130,525,260
0.096021659,A138,644,260
0.202289465,A127,762,260
0.11257527,A122,860,260
0.184023299,A129,1011,260
0.198608514,A128,1029,260
0.182038649,A139,1048,260
0.113631665,A126,1195,260
0.115892655,A125,1305,260
0.070610309,A131,1459,260
0.128076225,A124,1495,260
0.127723777,A133,1512,260
0.195366005,A140,1741,260
0.136977692,A123,1958,260
0.160105718,A132,268,261
0.059133056,A137,293,261
0.126548696,A134,301,261
0.124430811,A135,325,261
0.205472426,A136,366,261
0.186448421,A121,500,261
0.148920168,A130,526,261
0.103941134,A138,645,261
0.145280081,A127,763,261
0.110314914,A122,861,261
0.160021513,A129,1012,261
0.109252228,A128,1030,261
0.32694587,A139,1049,261
0.214758145,A126,1196,261
0.059903215,A125,1306,261
0.129409092,A131,1460,261
0.08036178,A124,1496,261
0.141980082,A133,1513,261
0.220361946,A140,1742,261
0.151113147,A123,1959,261
0.12516257,A132,269,262
0.09777844,A137,294,262
0.156959815,A134,302,262
0.10061369,A135,326,262
0.089636948,A136,367,262
0.09983173,A121,501,262
0.1482359,A130,527,262
0.083881572,A138,646,262
0.136764468,A127,764,262
0.094588464,A122,862,262
0.215638984,A129,1013,262
0.197794146,A128,1031,262
0.21844309,A139,1050,262
0.075689683,A126,1197,262
0.133924955,A125,1307,262
0.042188804,A131,1461,262
0.073530621,A124,1497,262
0.129349788,A133,1514,262
0.093781113,A140,1743,262
0.172722912,A123,1960,262
0.184845291,A132,270,263
0.077139331,A137,295,263
0.094873633,A134,303,263
0.064891457,A135,327,263
0.0959977,A136,368,263
0.109268784,A121,502,263
0.189290369,A130,528,263
0.103604039,A138,647,263
0.088454699,A127,765,263
0.081612508,A122,863,263
0.181229062,A129,1014,263
0.129724985,A128,1032,263
0.239916429,A139,1051,263
0.133942955,A126,1198,263
0.134852682,A125,1308,263
0.110843872,A131,1462,263
0.118092686,A124,1498,263
0.116218076,A133,1515,263
0.071128976,A140,1744,263
0.170637651,A123,1961,263
0.12047483,A132,271,264
0.090798573,A137,296,264
0.136105146,A134,304,264
0.074308471,A135,328,264
0.087512847,A136,369,264
0.153331076,A121,503,264
0.226878736,A130,529,264
0.204182683,A138,648,264
0.145861688,A127,766,264
0.091500404,A122,864,264
0.253494456,A129,1015,264
0.151828711,A128,1033,264
0.243408227,A139,1052,264
0.143972365,A126,1199,264
0.181282937,A125,1309,264
0.104417592,A131,1463,264
0.134402169,A124,1499,264
0.147801751,A133,1516,264
0.120438115,A140,1745,264
0.140216202,A123,1962,264
0.078593148,A132,272,265
0.090991305,A137,297,265
0.087707833,A134,305,265
0.149927745,A135,329,265
0.18450702,A136,370,265
0.162842577,A121,504,265
0.061368238,A130,530,265
0.148042797,A138,649,265
0.244259456,A127,767,265
0.123159257,A122,865,265
0.152111671,A129,1016,265
0.164874271,A128,1034,265
0.158964158,A139,1053,265
0.085736937,A126,1200,265
0.111468198,A125,1310,265
0.051055681,A131,1464,265
0.106422924,A124,1500,265
0.224094019,A133,1517,265
0.181008269,A140,1746,265
0.114392354,A123,1963,265
0.11524416,A132,273,266
0.057454277,A137,298,266
0.08414925,A134,306,266
0.070996022,A135,330,266
0.102949284,A136,371,266
0.180426121,A121,505,266
0.135454382,A130,531,266
0.265651036,A138,650,266
0.150860735,A127,768,266
0.119096809,A122,866,266
0.212489429,A129,1017,266
0.172559676,A128,1035,266
0.331542901,A139,1054,266
0.104459454,A126,1201,266
0.10718271,A125,1311,266
0.070813025,A131,1465,266
0.120336652,A124,1501,266
0.069820766,A133,1518,266
0.107882085,A140,1747,266
0.222451725,A123,1964,266
0.320676335,A132,274,267
0.13073846,A137,299,267
0.148358442,A134,307,267
0.068248719,A135,331,267
0.074118223,A136,372,267
0.149985832,A121,506,267
0.098402813,A130,532,267
0.255437165,A138,651,267
0.185284471,A127,769,267
0.120358822,A122,867,267
0.104797364,A129,1018,267
0.156780034,A128,1036,267
0.256653436,A139,1055,267
0.137671473,A126,1202,267
0.11269987,A125,1312,267
0.079046315,A131,1466,267
0.099904486,A124,1502,267
0.141941638,A133,1519,267
0.194858082,A140,1748,267
0.071427007,A123,1965,267
0.182329543,A132,275,268
0.04696739,A137,300,268
0.183972185,A134,308,268
0.100588011,A135,332,268
0.086458837,A136,373,268
0.175281355,A121,507,268
0.125416212,A130,533,268
